fault_id,pump_id,sample_id,state,AC1,GYR,CTB,CTR,CV1,VRY,PRS,SMG,WTF
00000200000_,3,4,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\AC1 Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\GYR Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\CTB Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\CTR Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\CV1 Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\VRY Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\PRS Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\SMG Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023\WTF Stator-Rotor Offset LV2_3_4_In water_ Jul 31 17_24_10 2023.csv
00000200000_,3,5,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\AC1 Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\GYR Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\CTB Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\CTR Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\CV1 Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\VRY Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023\SMG Stator-Rotor Offset LV2_3_5_In air_ Jul 31 17_35_03 2023.csv,
00000200000_,3,5,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\AC1 Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\GYR Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\CTB Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\CTR Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\CV1 Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\VRY Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\PRS Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\SMG Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023\WTF Stator-Rotor Offset LV2_3_5_In water_ Jul 31 17_29_10 2023.csv
00001000000_,1,1,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\AC1 Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\GYR Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\CTB Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\CTR Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\CV1 Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\VRY Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023\SMG Die-Casting Defect_1_1_In air_ Jul 30 18_07_51 2023.csv,
00001000000_,1,1,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\AC1 Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\GYR Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\CTB Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\CTR Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\CV1 Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\VRY Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\PRS Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\SMG Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023\WTF Die-Casting Defect_1_1_In water_ Jul 30 18_11_24 2023.csv
00001000000_,1,2,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\AC1 Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\GYR Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\CTB Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\CTR Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\CV1 Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\VRY Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023\SMG Die-Casting Defect_1_2_In air_ Jul 30 18_14_52 2023.csv,
00001000000_,1,2,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\AC1 Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\GYR Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\CTB Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\CTR Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\CV1 Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\VRY Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\PRS Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\SMG Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023\WTF Die-Casting Defect_1_2_In water_ Jul 30 18_16_23 2023.csv
00001000000_,1,3,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\AC1 Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\GYR Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\CTB Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\CTR Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\CV1 Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\VRY Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023\SMG Die-Casting Defect_1_3_In air_ Jul 30 18_19_51 2023.csv,
00001000000_,1,3,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\AC1 Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\GYR Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\CTB Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\CTR Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\CV1 Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\VRY Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\PRS Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\SMG Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023\WTF Die-Casting Defect_1_3_In water_ Jul 30 18_21_26 2023.csv
00001000000_,1,4,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\AC1 Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\GYR Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\CTB Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\CTR Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\CV1 Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\VRY Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023\SMG Die-Casting Defect_1_4_In air_ Jul 30 18_25_14 2023.csv,
00001000000_,1,4,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\AC1 Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\GYR Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\CTB Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\CTR Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\CV1 Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\VRY Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\PRS Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\SMG Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023\WTF Die-Casting Defect_1_4_In water_ Jul 30 18_27_01 2023.csv
00001000000_,1,5,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\AC1 Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\GYR Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\CTB Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\CTR Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\CV1 Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\VRY Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023\SMG Die-Casting Defect_1_5_In air_ Jul 30 18_30_16 2023.csv,
00001000000_,1,5,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\AC1 Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\GYR Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\CTB Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\CTR Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\CV1 Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\VRY Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\PRS Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\SMG Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023\WTF Die-Casting Defect_1_5_In water_ Jul 30 18_31_38 2023.csv
00001000000_,2,1,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\AC1 Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\GYR Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\CTB Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\CTR Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\CV1 Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\VRY Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023\SMG Die-Casting Defect_2_1_In air_ Jul 30 18_43_01 2023.csv,
00001000000_,2,1,water,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\AC1 Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\GYR Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\CTB Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\CTR Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\CV1 Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\VRY Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\PRS Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\SMG Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023\WTF Die-Casting Defect_2_1_In water_ Jul 30 18_38_03 2023.csv
00001000000_,2,2,air,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\AC1 Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\GYR Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\CTB Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\CTR Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\CV1 Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\VRY Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230727-31\Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023\SMG Die-Casting Defect_2_2_In air_ Jul 30 18_50_15 2023.csv,
